Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T057_001,SE_T083_001
12059,05000US12059,"Holmes County, Florida","Holmes County, Florida",fl,50,0,ACSSF,41,,,,,12,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19741,19741,41.2321,478.7774214,489.0472,478.7774,10.26981,36236,16946
12061,05000US12061,"Indian River County, Florida","Indian River County, Florida",fl,50,0,ACSSF,42,,,,,12,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140918,140918,280.2265,502.8717291,617.006,502.8717,114.1343,44645,31089
12063,05000US12063,"Jackson County, Florida","Jackson County, Florida",fl,50,0,ACSSF,43,,,,,12,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49105,49105,53.50527,917.760002,954.5642,917.76,36.80419,36310,17611
12065,05000US12065,"Jefferson County, Florida","Jefferson County, Florida",fl,50,0,ACSSF,44,,,,,12,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14335,14335,23.96776,598.0950769,636.5351,598.0951,38.44,42866,20972
12067,05000US12067,"Lafayette County, Florida","Lafayette County, Florida",fl,50,0,ACSSF,45,,,,,12,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8821,8821,16.23265,543.4110984,547.9078,543.4111,4.496657,35720,18125
12069,05000US12069,"Lake County, Florida","Lake County, Florida",fl,50,0,ACSSF,46,,,,,12,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305010,305010,325.0385,938.3811446,1156.964,938.3812,218.5827,45465,24103
12071,05000US12071,"Lee County, Florida","Lee County, Florida",fl,50,0,ACSSF,47,,,,,12,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647554,647554,825.4216,784.5130155,1212.461,784.513,427.948,47908,27578
12073,05000US12073,"Leon County, Florida","Leon County, Florida",fl,50,0,ACSSF,48,,,,,12,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280882,280882,421.2059,666.8520039,701.7892,666.852,34.93717,46620,26486
12075,05000US12075,"Levy County, Florida","Levy County, Florida",fl,50,0,ACSSF,49,,,,,12,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40057,40057,35.82257,1118.205669,1412.794,1118.206,294.5887,35483,19655
12077,05000US12077,"Liberty County, Florida","Liberty County, Florida",fl,50,0,ACSSF,50,,,,,12,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8302,8302,9.935828,835.5619748,843.1229,835.562,7.560862,38990,16928
12079,05000US12079,"Madison County, Florida","Madison County, Florida",fl,50,0,ACSSF,51,,,,,12,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18901,18901,27.15862,695.9483673,715.6837,695.9484,19.73529,33520,15664
12081,05000US12081,"Manatee County, Florida","Manatee County, Florida",fl,50,0,ACSSF,52,,,,,12,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335840,335840,452.0474,742.9309603,892.6786,742.931,149.7477,49228,27948
12083,05000US12083,"Marion County, Florida","Marion County, Florida",fl,50,0,ACSSF,53,,,,,12,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334771,334771,211.2725,1584.546226,1662.61,1584.546,78.06424,39339,21752
12085,05000US12085,"Martin County, Florida","Martin County, Florida",fl,50,0,ACSSF,54,,,,,12,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149658,149658,275.3779,543.4640778,752.8288,543.4641,209.3647,51703,35183
12086,05000US12086,"Miami-Dade County, Florida","Miami-Dade County, Florida",fl,50,0,ACSSF,55,,,,,12,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600861,2600861,1370.522,1897.715838,2431.183,1897.716,533.4671,43099,23433
12087,05000US12087,"Monroe County, Florida","Monroe County, Florida",fl,50,0,ACSSF,56,,,,,12,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75208,75208,76.48669,983.28227,3737.524,983.2823,2754.242,55449,34424
12089,05000US12089,"Nassau County, Florida","Nassau County, Florida",fl,50,0,ACSSF,57,,,,,12,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74918,74918,115.5003,648.6391505,725.9209,648.6392,77.28172,55256,29321
12091,05000US12091,"Okaloosa County, Florida","Okaloosa County, Florida",fl,50,0,ACSSF,58,,,,,12,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188984,188984,203.1546,930.247127,1082.078,930.2471,151.8312,55768,29082
12093,05000US12093,"Okeechobee County, Florida","Okeechobee County, Florida",fl,50,0,ACSSF,59,,,,,12,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39398,39398,51.2389,768.9080629,891.9069,768.9081,122.9988,35490,18087
12095,05000US12095,"Orange County, Florida","Orange County, Florida",fl,50,0,ACSSF,60,,,,,12,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200241,1200241,1328.539,903.4289765,1003.26,903.429,99.8308,47556,25052
12097,05000US12097,"Osceola County, Florida","Osceola County, Florida",fl,50,0,ACSSF,61,,,,,12,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289449,289449,218.0485,1327.452637,1505.906,1327.453,178.4532,44551,18996
12099,05000US12099,"Palm Beach County, Florida","Palm Beach County, Florida",fl,50,0,ACSSF,62,,,,,12,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359074,1359074,689.9682,1969.76327,2383.009,1969.763,413.246,52878,33072
12101,05000US12101,"Pasco County, Florida","Pasco County, Florida",fl,50,0,ACSSF,63,,,,,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472745,472745,632.9547,746.8860304,868.4537,746.886,121.5677,44518,24076
12103,05000US12103,"Pinellas County, Florida","Pinellas County, Florida",fl,50,0,ACSSF,64,,,,,12,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925030,925030,3378.501,273.7989025,608.1271,273.7989,334.3282,45574,29617
12105,05000US12105,"Polk County, Florida","Polk County, Florida",fl,50,0,ACSSF,65,,,,,12,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617323,617323,343.3699,1797.836827,2010.55,1797.837,212.7136,43063,21157
12107,05000US12107,"Putnam County, Florida","Putnam County, Florida",fl,50,0,ACSSF,66,,,,,12,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73191,73191,100.5893,727.6221388,826.9214,727.6221,99.29931,32714,18587
12109,05000US12109,"St. Johns County, Florida","St. Johns County, Florida",fl,50,0,ACSSF,67,,,,,12,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203402,203402,338.6335,600.6551876,821.5252,600.6552,220.87,65575,37147
12111,05000US12111,"St. Lucie County, Florida","St. Lucie County, Florida",fl,50,0,ACSSF,68,,,,,12,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283988,283988,496.5469,571.9257757,688.1068,571.9258,116.1809,42665,23422
12113,05000US12113,"Santa Rosa County, Florida","Santa Rosa County, Florida",fl,50,0,ACSSF,69,,,,,12,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158240,158240,156.4248,1011.6046,1173.777,1011.605,162.1728,58199,27478
12115,05000US12115,"Sarasota County, Florida","Sarasota County, Florida",fl,50,0,ACSSF,70,,,,,12,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386944,386944,696.108,555.8677307,725.3439,555.8677,169.4762,50304,33300
12117,05000US12117,"Seminole County, Florida","Seminole County, Florida",fl,50,0,ACSSF,71,,,,,12,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432135,432135,1397.495,309.2212628,345.2941,309.2213,36.07283,57875,28870
12119,05000US12119,"Sumter County, Florida","Sumter County, Florida",fl,50,0,ACSSF,72,,,,,12,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103708,103708,189.6175,546.932548,579.8255,546.9326,32.89293,49874,28875
12121,05000US12121,"Suwannee County, Florida","Suwannee County, Florida",fl,50,0,ACSSF,73,,,,,12,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43404,43404,63.03665,688.5518605,692.2562,688.5519,3.704374,37879,18966
12123,05000US12123,"Taylor County, Florida","Taylor County, Florida",fl,50,0,ACSSF,74,,,,,12,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22690,22690,21.74819,1043.305059,1232.201,1043.305,188.896,36907,16748
12125,05000US12125,"Union County, Florida","Union County, Florida",fl,50,0,ACSSF,75,,,,,12,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15258,15258,62.64686,243.5556983,249.7526,243.5557,6.196916,41476,13467
12127,05000US12127,"Volusia County, Florida","Volusia County, Florida",fl,50,0,ACSSF,76,,,,,12,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498981,498981,453.1941,1101.031646,1432.435,1101.032,331.4037,41714,23844
12129,05000US12129,"Wakulla County, Florida","Wakulla County, Florida",fl,50,0,ACSSF,77,,,,,12,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31015,31015,51.14454,606.4186243,735.7258,606.4186,129.3072,53143,21738
12131,05000US12131,"Walton County, Florida","Walton County, Florida",fl,50,0,ACSSF,78,,,,,12,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57821,57821,55.72438,1037.624798,1239.595,1037.625,201.9699,44468,25854
12133,05000US12133,"Washington County, Florida","Washington County, Florida",fl,50,0,ACSSF,79,,,,,12,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24660,24660,42.31274,582.8032562,615.9543,582.8033,33.151,38563,17950
13001,05000US13001,"Appling County, Georgia","Appling County, Georgia",ga,50,0,ACSSF,13,,,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18421,18421,36.32753,507.0810706,512.2616,507.0811,5.180496,38461,19440
13003,05000US13003,"Atkinson County, Georgia","Atkinson County, Georgia",ga,50,0,ACSSF,14,,,,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8297,8297,24.4474,339.3816867,344.5335,339.3817,5.151822,30403,16228
13005,05000US13005,"Bacon County, Georgia","Bacon County, Georgia",ga,50,0,ACSSF,15,,,,,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11196,11196,43.29874,258.5756783,285.8225,258.5757,27.2468,37698,18109
13007,05000US13007,"Baker County, Georgia","Baker County, Georgia",ga,50,0,ACSSF,16,,,,,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3342,3342,9.77354,341.9436507,349.1383,341.9437,7.194689,45526,22136
13009,05000US13009,"Baldwin County, Georgia","Baldwin County, Georgia",ga,50,0,ACSSF,17,,,,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45854,45854,177.8364,257.843678,267.411,257.8437,9.567288,31758,18582
13011,05000US13011,"Banks County, Georgia","Banks County, Georgia",ga,50,0,ACSSF,18,,,,,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18317,18317,78.92171,232.0907495,233.8866,232.0907,1.795832,42826,20433
13013,05000US13013,"Barrow County, Georgia","Barrow County, Georgia",ga,50,0,ACSSF,19,,,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70873,70873,442.1021,160.3091165,162.9414,160.3091,2.63229,53256,21185
13015,05000US13015,"Bartow County, Georgia","Bartow County, Georgia",ga,50,0,ACSSF,20,,,,,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100771,100771,219.2847,459.544072,470.1132,459.5441,10.56911,48306,21715
13017,05000US13017,"Ben Hill County, Georgia","Ben Hill County, Georgia",ga,50,0,ACSSF,21,,,,,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17547,17547,70.15417,250.1205473,253.9071,250.1205,3.786538,30643,15497
13019,05000US13019,"Berrien County, Georgia","Berrien County, Georgia",ga,50,0,ACSSF,22,,,,,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19091,19091,42.24635,451.8970003,457.8828,451.897,5.985764,31812,16660
13021,05000US13021,"Bibb County, Georgia","Bibb County, Georgia",ga,50,0,ACSSF,23,,,,,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155237,155237,621.5406,249.7616267,255.3655,249.7616,5.603909,36614,21276
13023,05000US13023,"Bleckley County, Georgia","Bleckley County, Georgia",ga,50,0,ACSSF,24,,,,,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12912,12912,59.81384,215.8697878,219.1313,215.8698,3.261542,35507,19191
13025,05000US13025,"Brantley County, Georgia","Brantley County, Georgia",ga,50,0,ACSSF,25,,,,,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18463,18463,41.73728,442.3623399,447.2024,442.3623,4.840037,36301,16774
13027,05000US13027,"Brooks County, Georgia","Brooks County, Georgia",ga,50,0,ACSSF,26,,,,,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15766,15766,31.97675,493.0456821,497.8004,493.0457,4.754674,31686,19473
13029,05000US13029,"Bryan County, Georgia","Bryan County, Georgia",ga,50,0,ACSSF,27,,,,,13,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32185,32185,73.82447,435.9665605,454.4558,435.9666,18.48929,65123,27941
13031,05000US13031,"Bulloch County, Georgia","Bulloch County, Georgia",ga,50,0,ACSSF,28,,,,,13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71940,71940,106.9248,672.809369,688.6254,672.8094,15.81603,35642,18546
13033,05000US13033,"Burke County, Georgia","Burke County, Georgia",ga,50,0,ACSSF,29,,,,,13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23136,23136,27.97691,826.9676493,834.9827,826.9677,8.015017,33299,16663
13035,05000US13035,"Butts County, Georgia","Butts County, Georgia",ga,50,0,ACSSF,30,,,,,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23469,23469,127.2769,184.3931817,188.0412,184.3932,3.648014,47385,20165
13037,05000US13037,"Calhoun County, Georgia","Calhoun County, Georgia",ga,50,0,ACSSF,31,,,,,13,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6549,6549,23.35866,280.3670627,283.5778,280.3671,3.210711,26309,15410
13039,05000US13039,"Camden County, Georgia","Camden County, Georgia",ga,50,0,ACSSF,32,,,,,13,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51193,51193,83.5088,613.0251847,781.865,613.0252,168.8398,52799,23833
13043,05000US13043,"Candler County, Georgia","Candler County, Georgia",ga,50,0,ACSSF,33,,,,,13,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11056,11056,45.48973,243.0438442,248.8579,243.0438,5.814095,30518,16943
13045,05000US13045,"Carroll County, Georgia","Carroll County, Georgia",ga,50,0,ACSSF,34,,,,,13,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111872,111872,224.1583,499.0757949,503.8355,499.0758,4.759724,45009,21384
13047,05000US13047,"Catoosa County, Georgia","Catoosa County, Georgia",ga,50,0,ACSSF,35,,,,,13,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64955,64955,400.5626,162.159417,162.4604,162.1594,0.3010099,50180,22415
13049,05000US13049,"Charlton County, Georgia","Charlton County, Georgia",ga,50,0,ACSSF,36,,,,,13,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13098,13098,16.93175,773.5764274,782.3741,773.5764,8.797746,41059,17586
13051,05000US13051,"Chatham County, Georgia","Chatham County, Georgia",ga,50,0,ACSSF,37,,,,,13,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275303,275303,645.5895,426.4365951,632.2621,426.4366,205.8256,46987,25636
13053,05000US13053,"Chattahoochee County, Georgia","Chattahoochee County, Georgia",ga,50,0,ACSSF,38,,,,,13,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11846,11846,47.62477,248.7361146,251.1657,248.7361,2.429632,48488,19538
13055,05000US13055,"Chattooga County, Georgia","Chattooga County, Georgia",ga,50,0,ACSSF,39,,,,,13,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25484,25484,81.3307,313.3380386,313.5584,313.338,0.2203898,32496,15932
13057,05000US13057,"Cherokee County, Georgia","Cherokee County, Georgia",ga,50,0,ACSSF,40,,,,,13,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221951,221951,526.3573,421.6736386,434.4052,421.6736,12.7316,67371,30299
13059,05000US13059,"Clarke County, Georgia","Clarke County, Georgia",ga,50,0,ACSSF,41,,,,,13,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119681,119681,1004.032,119.200367,121.0352,119.2004,1.834836,33430,19333
13061,05000US13061,"Clay County, Georgia","Clay County, Georgia",ga,50,0,ACSSF,42,,,,,13,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3110,3110,15.91758,195.381489,217.2344,195.3815,21.85295,21300,12446
13063,05000US13063,"Clayton County, Georgia","Clayton County, Georgia",ga,50,0,ACSSF,43,,,,,13,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264221,264221,1866.365,141.5698667,144.3315,141.5699,2.761639,40314,18074
13065,05000US13065,"Clinch County, Georgia","Clinch County, Georgia",ga,50,0,ACSSF,44,,,,,13,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6777,6777,8.468895,800.2224937,823.9931,800.2225,23.77061,29125,18256
13067,05000US13067,"Cobb County, Georgia","Cobb County, Georgia",ga,50,0,ACSSF,45,,,,,13,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708920,708920,2087.827,339.5491995,344.5177,339.5492,4.968545,64657,33418
13069,05000US13069,"Coffee County, Georgia","Coffee County, Georgia",ga,50,0,ACSSF,46,,,,,13,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42947,42947,74.6778,575.0972746,602.6503,575.0973,27.553,34523,16796
13071,05000US13071,"Colquitt County, Georgia","Colquitt County, Georgia",ga,50,0,ACSSF,47,,,,,13,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45987,45987,84.5111,544.1533536,556.6391,544.1534,12.48576,32233,16972
13073,05000US13073,"Columbia County, Georgia","Columbia County, Georgia",ga,50,0,ACSSF,48,,,,,13,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132362,132362,456.2794,290.089795,307.6046,290.0898,17.51479,68516,30411
13075,05000US13075,"Cook County, Georgia","Cook County, Georgia",ga,50,0,ACSSF,49,,,,,13,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17061,17061,75.10514,227.1615405,233.2029,227.1615,6.041372,34230,18858
13077,05000US13077,"Coweta County, Georgia","Coweta County, Georgia",ga,50,0,ACSSF,50,,,,,13,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131419,131419,298.0752,440.8921617,445.8168,440.8922,4.924622,61662,27462
13079,05000US13079,"Crawford County, Georgia","Crawford County, Georgia",ga,50,0,ACSSF,51,,,,,13,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12536,12536,38.58559,324.8881647,326.4536,324.8882,1.565474,41910,21128
13081,05000US13081,"Crisp County, Georgia","Crisp County, Georgia",ga,50,0,ACSSF,52,,,,,13,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23403,23403,85.85626,272.58349,280.9512,272.5835,8.367733,36280,19455
13083,05000US13083,"Dade County, Georgia","Dade County, Georgia",ga,50,0,ACSSF,53,,,,,13,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16533,16533,95.02747,173.9812725,174.1602,173.9813,0.1789526,44992,21760
13085,05000US13085,"Dawson County, Georgia","Dawson County, Georgia",ga,50,0,ACSSF,54,,,,,13,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22500,22500,106.7213,210.8295791,214.4084,210.8296,3.578861,54457,28138
13087,05000US13087,"Decatur County, Georgia","Decatur County, Georgia",ga,50,0,ACSSF,55,,,,,13,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27508,27508,46.06628,597.1396686,623.1678,597.1396,26.0282,31090,18387
13089,05000US13089,"DeKalb County, Georgia","DeKalb County, Georgia",ga,50,0,ACSSF,56,,,,,13,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707185,707185,2642.873,267.5819286,271.1418,267.5819,3.559923,50799,28971
13091,05000US13091,"Dodge County, Georgia","Dodge County, Georgia",ga,50,0,ACSSF,57,,,,,13,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21365,21365,43.08416,495.8899145,503.1136,495.8899,7.223745,34812,17771
13093,05000US13093,"Dooly County, Georgia","Dooly County, Georgia",ga,50,0,ACSSF,58,,,,,13,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14443,14443,36.85002,391.9400893,397.2842,391.9401,5.344081,28251,14411
13095,05000US13095,"Dougherty County, Georgia","Dougherty County, Georgia",ga,50,0,ACSSF,59,,,,,13,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93890,93890,285.6503,328.6885715,334.6326,328.6886,5.944057,31458,18770
13097,05000US13097,"Douglas County, Georgia","Douglas County, Georgia",ga,50,0,ACSSF,60,,,,,13,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135037,135037,674.9591,200.0669409,201.0261,200.0669,0.9591697,52997,23356
13099,05000US13099,"Early County, Georgia","Early County, Georgia",ga,50,0,ACSSF,61,,,,,13,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10662,10662,20.80009,512.5939425,516.3458,512.5939,3.751829,35000,19302
13101,05000US13101,"Echols County, Georgia","Echols County, Georgia",ga,50,0,ACSSF,62,,,,,13,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018,4018,9.684391,414.8944505,420.7197,414.8944,5.825279,32667,17350
13103,05000US13103,"Effingham County, Georgia","Effingham County, Georgia",ga,50,0,ACSSF,63,,,,,13,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53673,53673,112.3572,477.6995971,482.9305,477.6996,5.230873,63903,25481
13105,05000US13105,"Elbert County, Georgia","Elbert County, Georgia",ga,50,0,ACSSF,64,,,,,13,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19694,19694,56.09944,351.0551925,374.2162,351.0552,23.16104,35170,19709
13107,05000US13107,"Emanuel County, Georgia","Emanuel County, Georgia",ga,50,0,ACSSF,65,,,,,13,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22731,22731,33.39828,680.6038144,690.1817,680.6038,9.577876,33142,16960
13109,05000US13109,"Evans County, Georgia","Evans County, Georgia",ga,50,0,ACSSF,66,,,,,13,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10868,10868,59.4358,182.8527638,186.8696,182.8528,4.016824,37804,19177
13111,05000US13111,"Fannin County, Georgia","Fannin County, Georgia",ga,50,0,ACSSF,67,,,,,13,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23632,23632,61.10832,386.7231261,391.9603,386.7231,5.237149,35441,19520
13113,05000US13113,"Fayette County, Georgia","Fayette County, Georgia",ga,50,0,ACSSF,68,,,,,13,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107930,107930,555.3605,194.3422502,199.3217,194.3423,4.979446,79993,35987
13115,05000US13115,"Floyd County, Georgia","Floyd County, Georgia",ga,50,0,ACSSF,69,,,,,13,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96146,96146,188.5546,509.9106251,518.4651,509.9106,8.554509,41046,20863
13117,05000US13117,"Forsyth County, Georgia","Forsyth County, Georgia",ga,50,0,ACSSF,70,,,,,13,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189314,189314,845.0739,224.020658,247.1661,224.0207,23.14549,87657,35118
13119,05000US13119,"Franklin County, Georgia","Franklin County, Georgia",ga,50,0,ACSSF,71,,,,,13,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22051,22051,84.32615,261.4965876,266.4511,261.4966,4.954567,35878,18242
13121,05000US13121,"Fulton County, Georgia","Fulton County, Georgia",ga,50,0,ACSSF,72,,,,,13,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967100,967100,1836.378,526.6345697,534.3247,526.6346,7.690138,56642,36827
13123,05000US13123,"Gilmer County, Georgia","Gilmer County, Georgia",ga,50,0,ACSSF,73,,,,,13,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28441,28441,66.67838,426.5400334,431.2465,426.54,4.706469,39581,21260
13125,05000US13125,"Glascock County, Georgia","Glascock County, Georgia",ga,50,0,ACSSF,74,,,,,13,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3086,3086,21.46937,143.7396498,144.4531,143.7397,0.7134609,40089,19134
